"STATISTIÈNA REGIJA";"TIP LASTNIŠTVA";"VRSTA STAVBE";"LETO";"Število prebivalcev"
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";4726
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";22657
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";22285
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";22079
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";2366
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";2350
"Jugovzhodna Slovenija";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";2410
"Jugovzhodna Slovenija";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";121109
"Jugovzhodna Slovenija";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";122552
"Jugovzhodna Slovenija";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";121693
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";119413
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";120870
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";119971
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";99654
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";100971
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";100903
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";4082
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";4065
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";3802
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";15677
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";15834
"Jugovzhodna Slovenija";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";15266
"Jugovzhodna Slovenija";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";1696
"Jugovzhodna Slovenija";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";1682
"Jugovzhodna Slovenija";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";1722
"Jugovzhodna Slovenija";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";6143
"Jugovzhodna Slovenija";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";5674
"Jugovzhodna Slovenija";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";5466
"Jugovzhodna Slovenija";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";5727
"Jugovzhodna Slovenija";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";5273
"Jugovzhodna Slovenija";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";5092
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";1355
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";1343
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";1294
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";204
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";204
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";188
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";4168
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";3726
"Jugovzhodna Slovenija";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";3610
"Jugovzhodna Slovenija";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";416
"Jugovzhodna Slovenija";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";401
"Jugovzhodna Slovenija";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";374
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";10146
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";9143
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";9867
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";9892
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";8876
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";9553
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";5927
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";5475
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";5614
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";1153
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";676
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";736
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";2812
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";2725
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";3203
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";254
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";267
"Jugovzhodna Slovenija";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";314
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2011";510760
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2015";509565
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2018";515057
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2011";500402
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2015";499766
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2018";504367
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";262020
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";262656
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";266311
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";34995
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";30700
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";30727
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";203387
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";206410
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";207329
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";10358
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";9799
"Osrednjeslovenska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";10690
"Osrednjeslovenska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";417611
"Osrednjeslovenska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";428094
"Osrednjeslovenska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";428281
"Osrednjeslovenska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";410391
"Osrednjeslovenska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";421425
"Osrednjeslovenska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";420925
"Osrednjeslovenska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";242132
"Osrednjeslovenska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";245478
"Osrednjeslovenska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";247815
"Osrednjeslovenska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";25872
"Osrednjeslovenska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";25333
"Osrednjeslovenska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";24867
"Osrednjeslovenska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";142387
"Osrednjeslovenska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";150614
"Osrednjeslovenska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";148243
"Osrednjeslovenska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";7220
"Osrednjeslovenska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";6669
"Osrednjeslovenska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";7356
"Osrednjeslovenska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";36055
"Osrednjeslovenska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";34129
"Osrednjeslovenska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";33753
"Osrednjeslovenska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";34360
"Osrednjeslovenska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";32384
"Osrednjeslovenska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";32059
"Osrednjeslovenska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";4487
"Osrednjeslovenska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";4316
"Osrednjeslovenska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";4260
"Osrednjeslovenska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";836
"Osrednjeslovenska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";929
"Osrednjeslovenska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";832
"Osrednjeslovenska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";29037
"Osrednjeslovenska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";27139
"Osrednjeslovenska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";26967
"Osrednjeslovenska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";1695
"Osrednjeslovenska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";1745
"Osrednjeslovenska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";1694
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";57094
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";47342
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";53023
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";55651
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";45957
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";51383
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";15401
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";12862
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";14236
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";8287
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";4438
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";5028
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";31963
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";28657
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";32119
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";1443
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";1385
"Osrednjeslovenska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";1640
"Gorenjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2011";200057
"Gorenjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2015";199974
"Gorenjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2018";199648
"Gorenjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2011";194515
"Gorenjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2015";194892
"Gorenjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2018";193862
"Gorenjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";115276
"Gorenjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";118630
"Gorenjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";118867
"Gorenjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";18364
"Gorenjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";16203
"Gorenjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";15878
"Gorenjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";60875
"Gorenjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";60059
"Gorenjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";59117
"Gorenjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";5542
"Gorenjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";5082
"Gorenjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";5786
"Gorenjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";170173
"Gorenjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";174576
"Gorenjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";172287
"Gorenjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";166303
"Gorenjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";170933
"Gorenjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";168193
"Gorenjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";108357
"Gorenjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";112020
"Gorenjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";111911
"Gorenjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";14046
"Gorenjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";13820
"Gorenjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";13381
"Gorenjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";43900
"Gorenjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";45093
"Gorenjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";42901
"Gorenjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";3870
"Gorenjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";3643
"Gorenjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";4094
"Gorenjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2011";12120
"Gorenjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2015";10750
"Gorenjska";"Najeta stanovanja";"Vrsta stavbe - SKUPAJ";"2018";10064
"Gorenjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";11062
"Gorenjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";9875
"Gorenjska";"Najeta stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";9056
"Gorenjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";1360
"Gorenjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";1299
"Gorenjska";"Najeta stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";1108
"Gorenjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";414
"Gorenjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";308
"Gorenjska";"Najeta stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";245
"Gorenjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";9288
"Gorenjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";8268
"Gorenjska";"Najeta stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";7703
"Gorenjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";1058
"Gorenjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";875
"Gorenjska";"Najeta stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2018";1008
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2011";17764
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2015";14648
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"Vrsta stavbe - SKUPAJ";"2018";17297
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2011";17150
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2015";14084
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1 Stanovanja v stanovanjskih stavbah";"2018";16613
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";5559
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";5311
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";5848
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";3904
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";2075
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";2252
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";7687
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";6698
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";8513
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2011";614
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2015";564
"Gorenjska";"Stanovanja z drugimi tipi lastništva";"2 Stanovanja v nestanovanjskih stavbah";"2018";684
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2011";51274
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2015";51378
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"Vrsta stavbe - SKUPAJ";"2018";50995
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2011";48864
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2015";49101
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1 Stanovanja v stanovanjskih stavbah";"2018";48635
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";29069
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";30494
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";30382
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";6947
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";5794
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";5435
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";12848
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";12813
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";12818
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2011";2410
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2015";2277
"Primorsko-notranjska";"Tip lastništva -SKUPAJ";"2 Stanovanja v nestanovanjskih stavbah";"2018";2360
"Primorsko-notranjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2011";41846
"Primorsko-notranjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2015";43515
"Primorsko-notranjska";"Lastniška stanovanja";"Vrsta stavbe - SKUPAJ";"2018";42885
"Primorsko-notranjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2011";39911
"Primorsko-notranjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2015";41673
"Primorsko-notranjska";"Lastniška stanovanja";"1 Stanovanja v stanovanjskih stavbah";"2018";40961
"Primorsko-notranjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2011";27157
"Primorsko-notranjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2015";28702
"Primorsko-notranjska";"Lastniška stanovanja";"1.1 Stanovanja v  enostanovanjskih stavbah";"2018";28453
"Primorsko-notranjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2011";4822
"Primorsko-notranjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2015";4581
"Primorsko-notranjska";"Lastniška stanovanja";"1.2 Stanovanja v dvostanovanjskih stavbah";"2018";4329
"Primorsko-notranjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2011";7932
"Primorsko-notranjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2015";8390
"Primorsko-notranjska";"Lastniška stanovanja";"1.3 Stanovanja v tro- ali veè stanovanjskih stavbah";"2018";8179
"Primorsko-notranjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2011";1935
"Primorsko-notranjska";"Lastniška stanovanja";"2 Stanovanja v nestanovanjskih stavbah";"2015";1842
